id,visit_count,last_visit_date,days_since_last_visit,retained,loyalty
606,11,2024-08-13,136,True,Elevated Risk
607,12,2024-12-06,21,True,Extremely Loyal
608,16,2024-11-22,35,True,Highly Loyal
609,92,2024-11-03,54,True,Highly Loyal
610,53,2024-12-10,17,True,Extremely Loyal
611,28,2024-12-27,0,True,Extremely Loyal
612,53,2024-11-07,50,True,Highly Loyal
613,92,2024-11-02,55,True,Highly Loyal
614,16,2024-09-15,103,True,Highly Loyal
615,55,2024-11-15,42,True,Highly Loyal
616,73,2024-11-06,51,True,Highly Loyal
617,31,2024-10-05,83,True,Highly Loyal
618,46,2024-09-19,99,True,Highly Loyal
619,30,2024-10-18,70,True,Highly Loyal
620,46,2024-11-14,43,True,Highly Loyal
621,27,2024-09-10,108,True,Highly Loyal
622,16,2024-10-23,65,True,Highly Loyal
623,1,2020-09-12,1567,False,New
624,53,2024-10-13,75,True,Highly Loyal
625,36,2024-10-22,66,True,Highly Loyal
626,18,2024-10-11,77,True,Highly Loyal
627,8,2024-08-13,136,True,Elevated Risk
628,2,2022-04-19,983,True,At Risk
629,24,2024-09-07,111,True,Highly Loyal
630,16,2024-11-16,41,True,Highly Loyal
631,31,2024-11-09,48,True,Highly Loyal
632,63,2024-09-21,97,True,Highly Loyal
633,82,2024-10-27,61,True,Highly Loyal
634,41,2024-09-23,95,True,Highly Loyal
635,31,2024-07-25,155,True,Highly Loyal
636,43,2024-07-11,169,True,Highly Loyal
637,55,2024-12-25,2,True,Extremely Loyal
638,93,2024-11-26,31,True,Highly Loyal
639,62,2024-10-01,87,True,Highly Loyal
640,19,2024-09-06,112,True,Highly Loyal
641,51,2024-11-07,50,True,Highly Loyal
642,13,2024-09-05,113,True,Highly Loyal
643,67,2024-11-25,32,True,Highly Loyal
644,17,2024-09-17,101,True,Highly Loyal
645,69,2024-11-26,31,True,Highly Loyal
646,7,2024-02-10,321,True,Elevated Risk
647,59,2024-12-27,0,True,Extremely Loyal
648,48,2024-08-18,131,True,Highly Loyal
649,34,2024-09-20,98,True,Highly Loyal
650,61,2024-11-13,44,True,Highly Loyal
651,44,2024-09-18,100,True,Highly Loyal
652,62,2024-11-23,34,True,Highly Loyal
653,24,2024-09-22,96,True,Highly Loyal
654,18,2024-08-22,127,True,Highly Loyal
655,52,2024-10-08,80,True,Highly Loyal
656,60,2024-10-12,76,True,Highly Loyal
657,58,2024-11-16,41,True,Highly Loyal
658,3,2022-05-05,967,True,At Risk
659,16,2024-10-09,79,True,Highly Loyal
660,8,2024-02-26,305,True,Elevated Risk
661,7,2024-08-03,146,True,Elevated Risk
662,27,2024-08-17,132,True,Highly Loyal
663,71,2024-10-07,81,True,Highly Loyal
664,50,2024-12-02,25,True,Extremely Loyal
665,52,2024-11-03,54,True,Highly Loyal
666,6,2024-09-08,110,True,Elevated Risk
667,12,2024-07-04,176,True,Highly Loyal
668,9,2024-03-06,296,True,Elevated Risk
669,36,2024-12-12,15,True,Extremely Loyal
670,37,2024-10-19,69,True,Highly Loyal
671,28,2024-06-17,193,True,Highly Loyal
672,27,2024-08-05,144,True,Highly Loyal
673,88,2024-11-11,46,True,Highly Loyal
674,52,2024-10-21,67,True,Highly Loyal
675,71,2024-11-05,52,True,Highly Loyal
676,39,2024-11-16,41,True,Highly Loyal
677,31,2024-10-24,64,True,Highly Loyal
678,34,2024-10-21,67,True,Highly Loyal
679,32,2024-12-25,2,True,Extremely Loyal
680,85,2024-12-12,15,True,Extremely Loyal
681,9,2024-08-01,148,True,Elevated Risk
682,19,2024-05-14,227,True,Highly Loyal
683,62,2024-11-25,32,True,Highly Loyal
684,13,2024-07-26,154,True,Highly Loyal
685,24,2024-08-12,137,True,Highly Loyal
686,40,2024-12-01,26,True,Extremely Loyal
687,87,2024-10-07,81,True,Highly Loyal
688,47,2024-11-03,54,True,Highly Loyal
689,36,2024-11-04,53,True,Highly Loyal
690,19,2024-10-23,65,True,Highly Loyal
691,65,2024-10-26,62,True,Highly Loyal
692,28,2024-09-14,104,True,Highly Loyal
693,7,2024-01-17,345,True,Elevated Risk
694,60,2024-11-19,38,True,Highly Loyal
695,24,2024-08-16,133,True,Highly Loyal
696,17,2024-08-07,142,True,Highly Loyal
697,70,2024-12-23,4,True,Extremely Loyal
698,33,2024-11-23,34,True,Highly Loyal
699,22,2024-07-14,166,True,Highly Loyal
700,14,2024-10-06,82,True,Highly Loyal
701,8,2024-12-22,5,True,Moderate Loyal
702,18,2024-05-10,231,True,Highly Loyal
703,12,2024-09-15,103,True,Highly Loyal
704,73,2024-11-27,30,True,Extremely Loyal
705,13,2024-05-26,215,True,Highly Loyal
706,35,2024-12-23,4,True,Extremely Loyal
707,50,2024-10-23,65,True,Highly Loyal
708,3,2023-02-15,681,True,At Risk
709,53,2024-12-27,0,True,Extremely Loyal
710,18,2024-04-26,245,True,Highly Loyal
711,12,2024-11-13,44,True,Highly Loyal
712,9,2024-09-01,117,True,Elevated Risk
713,8,2024-02-06,325,True,Elevated Risk
714,27,2024-10-18,70,True,Highly Loyal
715,13,2024-06-17,193,True,Highly Loyal
716,11,2024-11-09,48,True,Moderate Loyal
717,60,2024-12-17,10,True,Extremely Loyal
718,38,2024-11-22,35,True,Highly Loyal
719,18,2024-10-27,61,True,Highly Loyal
720,41,2024-08-22,127,True,Highly Loyal
721,35,2024-08-16,133,True,Highly Loyal
722,10,2024-08-22,127,True,Elevated Risk
723,65,2024-12-03,24,True,Extremely Loyal
724,80,2024-11-12,45,True,Highly Loyal
725,31,2024-10-21,67,True,Highly Loyal
726,28,2024-08-08,141,True,Highly Loyal
727,61,2024-10-10,78,True,Highly Loyal
728,21,2024-08-10,139,True,Highly Loyal
729,23,2024-10-01,87,True,Highly Loyal
730,45,2024-09-09,109,True,Highly Loyal
731,56,2024-11-07,50,True,Highly Loyal
732,54,2024-10-21,67,True,Highly Loyal
733,59,2024-11-06,51,True,Highly Loyal
734,33,2024-10-18,70,True,Highly Loyal
735,49,2024-11-25,32,True,Highly Loyal
736,55,2024-10-25,63,True,Highly Loyal
737,79,2024-08-12,137,True,Highly Loyal
738,51,2024-11-14,43,True,Highly Loyal
739,68,2024-11-26,31,True,Highly Loyal
740,58,2024-11-27,30,True,Extremely Loyal
741,32,2024-11-22,35,True,Highly Loyal
742,65,2024-10-07,81,True,Highly Loyal
743,77,2024-11-23,34,True,Highly Loyal
744,27,2024-09-24,94,True,Highly Loyal
745,55,2024-10-08,80,True,Highly Loyal
746,48,2024-12-25,2,True,Extremely Loyal
747,3,2024-09-16,102,True,Low Loyal
748,66,2024-11-22,35,True,Highly Loyal
749,34,2024-11-06,51,True,Highly Loyal
750,12,2024-08-14,135,True,Highly Loyal
751,40,2024-08-21,128,True,Highly Loyal
752,100,2024-11-19,38,True,Highly Loyal
753,22,2024-11-04,53,True,Highly Loyal
754,23,2024-10-15,73,True,Highly Loyal
755,29,2024-10-11,77,True,Highly Loyal
756,13,2024-10-25,63,True,Highly Loyal
757,9,2024-09-01,117,True,Elevated Risk
758,92,2024-12-08,19,True,Extremely Loyal
759,97,2024-12-25,2,True,Extremely Loyal
760,66,2024-11-24,33,True,Highly Loyal
761,17,2024-10-21,67,True,Highly Loyal
762,56,2024-09-04,114,True,Highly Loyal
763,6,2024-11-01,56,True,Moderate Loyal
764,25,2024-09-13,105,True,Highly Loyal
765,6,2024-05-15,226,True,Elevated Risk
766,33,2024-09-16,102,True,Highly Loyal
767,55,2024-09-24,94,True,Highly Loyal
768,79,2024-12-02,25,True,Extremely Loyal
769,49,2024-09-16,102,True,Highly Loyal
770,39,2024-11-04,53,True,Highly Loyal
771,22,2024-09-25,93,True,Highly Loyal
772,38,2024-10-23,65,True,Highly Loyal
773,4,2023-02-02,694,True,At Risk
774,68,2024-10-18,70,True,Highly Loyal
775,33,2024-09-24,94,True,Highly Loyal
776,91,2024-11-07,50,True,Highly Loyal
777,36,2024-10-21,67,True,Highly Loyal
778,6,2024-06-20,190,True,Elevated Risk
779,56,2024-10-10,78,True,Highly Loyal
780,3,2024-12-26,1,True,Low Loyal
781,32,2024-10-20,68,True,Highly Loyal
782,23,2024-10-16,72,True,Highly Loyal
783,23,2024-11-10,47,True,Highly Loyal
784,16,2024-07-21,159,True,Highly Loyal
785,62,2024-08-10,139,True,Highly Loyal
786,44,2024-10-14,74,True,Highly Loyal
787,64,2024-11-04,53,True,Highly Loyal
788,50,2024-11-08,49,True,Highly Loyal
789,34,2024-11-18,39,True,Highly Loyal
790,49,2024-11-12,45,True,Highly Loyal
791,16,2024-04-27,244,True,Highly Loyal
792,85,2024-11-06,51,True,Highly Loyal
793,2,2023-09-21,463,True,At Risk
794,33,2024-10-13,75,True,Highly Loyal
795,17,2024-08-24,125,True,Highly Loyal
796,2,2023-06-23,553,True,At Risk
797,47,2024-10-27,61,True,Highly Loyal
798,94,2024-12-24,3,True,Extremely Loyal
799,15,2024-11-26,31,True,Highly Loyal
800,25,2024-09-09,109,True,Highly Loyal
801,63,2024-09-22,96,True,Highly Loyal
802,67,2024-11-27,30,True,Extremely Loyal
803,71,2024-12-18,9,True,Extremely Loyal
804,71,2024-10-25,63,True,Highly Loyal
805,3,2023-08-08,507,True,At Risk
806,64,2024-12-03,24,True,Extremely Loyal
807,13,2024-12-16,11,True,Extremely Loyal
808,76,2024-12-27,0,True,Extremely Loyal
809,14,2024-11-07,50,True,Highly Loyal
810,39,2024-11-07,50,True,Highly Loyal
811,52,2024-09-19,99,True,Highly Loyal
812,19,2024-07-07,173,True,Highly Loyal
813,35,2024-10-01,87,True,Highly Loyal
814,16,2024-09-23,95,True,Highly Loyal
815,83,2024-10-27,61,True,Highly Loyal
816,80,2024-09-18,100,True,Highly Loyal
817,101,2024-12-11,16,True,Extremely Loyal
818,12,2024-06-21,189,True,Highly Loyal
819,31,2024-09-27,91,True,Highly Loyal
820,18,2024-08-11,138,True,Highly Loyal
821,31,2024-10-13,75,True,Highly Loyal
822,65,2024-11-18,39,True,Highly Loyal
823,18,2024-09-13,105,True,Highly Loyal
824,10,2024-09-12,106,True,Elevated Risk
825,16,2024-10-16,72,True,Highly Loyal
826,31,2024-10-25,63,True,Highly Loyal
827,4,2023-09-09,475,True,At Risk
828,23,2024-12-03,24,True,Extremely Loyal
829,43,2024-11-24,33,True,Highly Loyal
830,72,2024-08-23,126,True,Highly Loyal
831,61,2024-10-22,66,True,Highly Loyal
832,13,2024-07-11,169,True,Highly Loyal
833,13,2024-04-07,264,True,Highly Loyal
834,7,2024-07-27,153,True,Elevated Risk
835,38,2024-08-07,142,True,Highly Loyal
836,47,2024-11-05,52,True,Highly Loyal
837,82,2024-11-10,47,True,Highly Loyal
838,67,2024-11-17,40,True,Highly Loyal
839,13,2024-07-25,155,True,Highly Loyal
840,22,2024-11-05,52,True,Highly Loyal
841,21,2024-12-24,3,True,Extremely Loyal
842,52,2024-11-06,51,True,Highly Loyal
843,65,2024-10-19,69,True,Highly Loyal
844,38,2024-11-14,43,True,Highly Loyal
845,50,2024-10-27,61,True,Highly Loyal
846,50,2024-10-25,63,True,Highly Loyal
847,35,2024-09-26,92,True,Highly Loyal
848,70,2024-11-24,33,True,Highly Loyal
849,24,2024-11-11,46,True,Highly Loyal
850,10,2024-07-22,158,True,Elevated Risk
851,69,2024-11-17,40,True,Highly Loyal
852,72,2024-09-26,92,True,Highly Loyal
853,40,2024-11-11,46,True,Highly Loyal
854,56,2024-10-27,61,True,Highly Loyal
855,27,2024-11-14,43,True,Highly Loyal
856,29,2024-12-13,14,True,Extremely Loyal
857,19,2024-09-02,116,True,Highly Loyal
858,68,2024-11-16,41,True,Highly Loyal
859,3,2022-08-24,856,True,At Risk
860,70,2024-09-08,110,True,Highly Loyal
861,2,2024-07-03,177,True,Low Loyal
862,25,2024-11-02,55,True,Highly Loyal
863,63,2024-12-01,26,True,Extremely Loyal
864,51,2024-09-03,115,True,Highly Loyal
865,63,2024-11-23,34,True,Highly Loyal
866,3,2024-03-01,301,True,At Risk
867,59,2024-10-16,72,True,Highly Loyal
868,29,2024-12-01,26,True,Extremely Loyal
869,83,2024-11-09,48,True,Highly Loyal
870,51,2024-09-26,92,True,Highly Loyal
871,7,2024-05-22,219,True,Elevated Risk
872,7,2024-04-04,267,True,Elevated Risk
873,68,2024-09-18,100,True,Highly Loyal
874,13,2024-08-21,128,True,Highly Loyal
875,18,2024-06-09,201,True,Highly Loyal
876,40,2024-11-11,46,True,Highly Loyal
877,46,2024-11-27,30,True,Extremely Loyal
878,49,2024-11-20,37,True,Highly Loyal
879,12,2024-05-23,218,True,Highly Loyal
880,19,2024-08-10,139,True,Highly Loyal
881,17,2024-05-15,226,True,Highly Loyal
882,11,2024-06-23,187,True,Elevated Risk
883,87,2024-10-23,65,True,Highly Loyal
884,7,2024-11-22,35,True,Moderate Loyal
885,46,2024-10-12,76,True,Highly Loyal
886,46,2024-11-20,37,True,Highly Loyal
887,19,2024-10-20,68,True,Highly Loyal
888,60,2024-10-05,83,True,Highly Loyal
889,8,2024-01-14,348,True,Elevated Risk
890,2,2023-03-19,649,True,At Risk
891,16,2024-10-25,63,True,Highly Loyal
892,63,2024-12-09,18,True,Extremely Loyal
893,45,2024-10-17,71,True,Highly Loyal
894,23,2024-10-08,80,True,Highly Loyal
895,1,2021-06-13,1293,False,New
896,41,2024-11-19,38,True,Highly Loyal
897,65,2024-11-22,35,True,Highly Loyal
898,62,2024-11-23,34,True,Highly Loyal
899,82,2024-12-09,18,True,Extremely Loyal
900,12,2024-10-23,65,True,Highly Loyal
901,49,2024-11-25,32,True,Highly Loyal
902,13,2024-09-24,94,True,Highly Loyal
903,32,2024-07-22,158,True,Highly Loyal
904,8,2024-05-16,225,True,Elevated Risk
905,69,2024-08-04,145,True,Highly Loyal
906,39,2024-05-08,233,True,Highly Loyal
907,24,2024-07-26,154,True,Highly Loyal
908,12,2024-05-06,235,True,Highly Loyal
909,70,2024-12-04,23,True,Extremely Loyal
910,48,2024-12-01,26,True,Extremely Loyal
911,3,2024-05-05,236,True,At Risk
912,8,2024-08-02,147,True,Elevated Risk
913,33,2024-11-26,31,True,Highly Loyal
914,32,2024-11-19,38,True,Highly Loyal
915,45,2024-10-07,81,True,Highly Loyal
916,63,2024-11-16,41,True,Highly Loyal
917,2,2022-11-13,775,True,At Risk
918,31,2024-11-07,50,True,Highly Loyal
919,42,2024-12-03,24,True,Extremely Loyal
920,39,2024-10-03,85,True,Highly Loyal
921,35,2024-12-25,2,True,Extremely Loyal
922,15,2024-09-19,99,True,Highly Loyal
923,8,2024-09-09,109,True,Elevated Risk
924,45,2024-11-05,52,True,Highly Loyal
925,66,2024-12-10,17,True,Extremely Loyal
926,30,2024-11-22,35,True,Highly Loyal
927,39,2024-11-24,33,True,Highly Loyal
928,64,2024-11-08,49,True,Highly Loyal
929,42,2024-10-02,86,True,Highly Loyal
930,53,2024-10-19,69,True,Highly Loyal
931,51,2024-11-27,30,True,Extremely Loyal
932,22,2024-11-10,47,True,Highly Loyal
933,55,2024-12-19,8,True,Extremely Loyal
934,12,2024-09-07,111,True,Highly Loyal
935,13,2024-08-26,123,True,Highly Loyal
936,12,2024-12-04,23,True,Extremely Loyal
937,7,2024-10-10,78,True,Moderate Loyal
938,30,2024-10-20,68,True,Highly Loyal
939,15,2024-09-06,112,True,Highly Loyal
940,7,2024-06-16,194,True,Elevated Risk
941,43,2024-12-26,1,True,Extremely Loyal
942,48,2024-09-05,113,True,Highly Loyal
943,56,2024-10-21,67,True,Highly Loyal
944,52,2024-10-26,62,True,Highly Loyal
945,65,2024-11-09,48,True,Highly Loyal
946,3,2023-08-01,514,True,At Risk
947,65,2024-12-20,7,True,Extremely Loyal
948,86,2024-11-24,33,True,Highly Loyal
949,18,2024-08-24,125,True,Highly Loyal
950,96,2024-12-23,4,True,Extremely Loyal
951,70,2024-12-07,20,True,Extremely Loyal
952,64,2024-12-10,17,True,Extremely Loyal
953,83,2024-10-07,81,True,Highly Loyal
954,73,2024-11-26,31,True,Highly Loyal
955,49,2024-12-26,1,True,Extremely Loyal
956,23,2024-10-12,76,True,Highly Loyal
957,22,2024-06-22,188,True,Highly Loyal
958,72,2024-11-20,37,True,Highly Loyal
959,11,2024-07-03,177,True,Elevated Risk
960,9,2024-12-17,10,True,Moderate Loyal
961,43,2024-12-12,15,True,Extremely Loyal
962,66,2024-12-06,21,True,Extremely Loyal
963,64,2024-10-08,80,True,Highly Loyal
964,66,2024-12-15,12,True,Extremely Loyal
965,12,2024-10-12,76,True,Highly Loyal
966,49,2024-10-01,87,True,Highly Loyal
967,95,2024-10-16,72,True,Highly Loyal
968,22,2024-11-06,51,True,Highly Loyal
969,37,2024-09-05,113,True,Highly Loyal
970,54,2024-11-11,46,True,Highly Loyal
971,63,2024-11-15,42,True,Highly Loyal
972,50,2024-10-22,66,True,Highly Loyal
973,29,2024-10-16,72,True,Highly Loyal
974,7,2024-07-07,173,True,Elevated Risk
975,68,2024-12-05,22,True,Extremely Loyal
976,35,2024-11-12,45,True,Highly Loyal
977,88,2024-10-16,72,True,Highly Loyal
978,35,2024-08-20,129,True,Highly Loyal
979,24,2024-08-12,137,True,Highly Loyal
980,54,2024-11-11,46,True,Highly Loyal
981,64,2024-10-12,76,True,Highly Loyal
982,34,2024-12-12,15,True,Extremely Loyal
983,25,2024-08-23,126,True,Highly Loyal
984,62,2024-10-14,74,True,Highly Loyal
985,43,2024-10-24,64,True,Highly Loyal
986,2,2023-05-04,603,True,At Risk
987,88,2024-11-24,33,True,Highly Loyal
988,39,2024-10-07,81,True,Highly Loyal
989,40,2024-11-19,38,True,Highly Loyal
990,13,2024-07-24,156,True,Highly Loyal
991,12,2024-04-20,251,True,Highly Loyal
992,32,2024-12-23,4,True,Extremely Loyal
993,57,2024-12-18,9,True,Extremely Loyal
994,49,2024-12-20,7,True,Extremely Loyal
995,70,2024-12-24,3,True,Extremely Loyal
996,22,2024-04-11,260,True,Highly Loyal
997,9,2024-05-27,214,True,Elevated Risk
998,39,2024-07-20,160,True,Highly Loyal
999,35,2024-07-12,168,True,Highly Loyal
1000,13,2024-11-05,52,True,Highly Loyal
